-125.35	40.15	0.00011439238007400001	1
-125.35	40.25	0.00013674902517300008	1
-125.35	40.35	0.00015135463154399993	1
-125.35	40.45	0.00015560107060999995	1
-125.35	40.55	0.00014936543455899989	1
-125.35	40.65	0.00013490490829500007	1
-125.35	40.75	0.000115836806622	1
-125.35	40.85	9.583042684399999e-05	1
-125.35	40.95	7.765307029400001e-05	1
-125.35	41.05	6.283479203699998e-05	1
-125.25	40.05	9.816409324600004e-05	1
-125.25	40.15	0.000126933679501	1
-125.25	40.25	0.00015145518917600003	1
-125.25	40.35	0.00016709167206099997	1
-125.25	40.45	0.00017107807082599995	1
-125.25	40.55	0.00016349931145699995	1
-125.25	40.65	0.000147063619311	1
-125.25	40.75	0.00012587034868900002	1
-125.25	40.85	0.00010393087975900001	1
-125.25	40.95	8.415455909399999e-05	1
-125.25	41.05	6.804767801000003e-05	1
-125.25	41.15	5.5937733570999995e-05	1
-125.25	41.25	4.739380362199999e-05	1
-125.25	41.35	4.1617531595000006e-05	1
-125.25	41.45	3.772000684699998e-05	1
-125.25	41.55	3.487603751699999e-05	1
-125.25	41.65	3.238893922699999e-05	1
-125.25	41.75	2.9722452130999995e-05	1
-125.25	41.85	2.65432595654e-05	1
-125.25	41.95	2.2767817072200013e-05	1
-125.25	42.05	1.8565735508299992e-05	1
-125.25	42.15	1.4285687257300007e-05	1
-125.25	42.25	1.0324100370999999e-05	1
-125.25	42.35	6.9967110837999954e-06	1
-125.15	39.85	4.9901232743e-05	1
-125.15	39.95	7.624357688499998e-05	1
-125.15	40.05	0.00010717788485399997	1
-125.15	40.15	0.00013861556855500006	1
-125.15	40.25	0.00016509676519099994	1
-125.15	40.35	0.00018150401625899998	1
-125.15	40.45	0.00018493705535000004	1
-125.15	40.55	0.00017574125849899994	1
-125.15	40.65	0.00015713532196100005	1
-125.15	40.75	0.00013374313655200004	1
-125.15	40.85	0.00010992784443999997	1
-125.15	40.95	8.871747505999996e-05	1
-125.15	41.05	7.155516906399997e-05	1
-125.15	41.15	5.861223448799999e-05	1
-125.15	41.25	4.928634186600002e-05	1
-125.15	41.35	4.2644428374999996e-05	1
-125.15	41.45	3.773668284299999e-05	1
